Episode,Timestep,Reward,Loss,WinRate,Epsilon
1738,36736,61.83,9.446540,35.62,0.0100
1739,36747,-25.00,10.225726,35.60,0.0100
1740,36765,-9.00,10.044029,35.57,0.0100
1741,36795,-2.00,10.036632,35.55,0.0100
1742,36804,-27.00,10.851079,35.53,0.0100
1743,36826,63.67,10.837868,35.57,0.0100
1744,36842,-22.00,9.290031,35.55,0.0100
1745,36871,65.33,10.483911,35.59,0.0100
1746,36896,-8.00,10.243490,35.57,0.0100
1747,36925,65.50,9.317962,35.60,0.0100
1748,36939,-16.00,9.843638,35.58,0.0100
1749,36957,-17.00,10.330066,35.56,0.0100
1750,36963,-28.00,12.074983,35.54,0.0100
1751,36984,-7.00,9.654382,35.52,0.0100
1752,37015,62.50,10.719727,35.56,0.0100
1753,37031,-11.00,10.502404,35.54,0.0100
1754,37049,-17.00,9.835182,35.52,0.0100
1755,37073,-15.00,10.066353,35.50,0.0100
1756,37094,-11.00,10.874143,35.48,0.0100
1757,37126,66.83,9.830304,35.52,0.0100
1758,37148,-20.00,9.533665,35.49,0.0100
1759,37174,59.17,10.149616,35.53,0.0100
1760,37190,-22.00,9.723797,35.51,0.0100
1761,37219,64.17,10.246683,35.55,0.0100
1762,37230,-15.00,9.524904,35.53,0.0100
1763,37255,67.17,10.094600,35.56,0.0100
1764,37274,-15.00,9.607955,35.54,0.0100
1765,37295,-20.00,10.893831,35.52,0.0100
1766,37318,58.33,10.218727,35.56,0.0100
1767,37337,-15.00,8.897194,35.54,0.0100
1768,37359,-18.00,10.369483,35.52,0.0100
1769,37371,-22.00,11.582304,35.50,0.0100
1770,37391,-16.00,9.636824,35.48,0.0100
1771,37401,-23.00,10.976531,35.46,0.0100
1772,37421,-20.00,10.697736,35.44,0.0100
1773,37442,-20.00,9.414915,35.42,0.0100
1774,37465,60.50,9.456465,35.46,0.0100
1775,37481,-22.00,11.342699,35.44,0.0100
1776,37510,65.67,9.370807,35.47,0.0100
1777,37539,-13.00,9.905612,35.45,0.0100
1778,37561,59.33,9.234699,35.49,0.0100
1779,37581,-19.00,9.135272,35.47,0.0100
1780,37603,62.00,9.605969,35.51,0.0100
1781,37622,-21.00,10.641786,35.49,0.0100
1782,37640,-17.00,9.285829,35.47,0.0100
1783,37647,-25.00,7.920710,35.45,0.0100
1784,37656,-24.00,10.971734,35.43,0.0100
1785,37679,-8.00,10.070703,35.41,0.0100
1786,37708,67.33,9.942084,35.44,0.0100
1787,37725,-22.00,9.571773,35.42,0.0100
1788,37747,57.67,9.965669,35.46,0.0100
1789,37769,-11.00,9.651326,35.44,0.0100
1790,37788,-19.00,9.554575,35.42,0.0100
1791,37816,64.17,9.891574,35.46,0.0100
1792,37845,-5.00,9.987898,35.44,0.0100
1793,37870,57.17,10.426008,35.47,0.0100
1794,37895,-15.00,10.664698,35.45,0.0100
1795,37902,-25.00,8.792122,35.43,0.0100
1796,37924,63.17,9.745961,35.47,0.0100
1797,37943,-10.00,11.868740,35.45,0.0100
1798,37964,-14.00,10.104565,35.43,0.0100
1799,37971,-28.00,9.345945,35.41,0.0100
1800,37991,-16.00,9.705938,35.39,0.0100
1801,38020,65.17,9.102468,35.42,0.0100
1802,38050,62.00,9.311755,35.46,0.0100
1803,38077,57.17,9.622714,35.50,0.0100
1804,38099,-14.00,11.515639,35.48,0.0100
1805,38118,-21.00,9.943200,35.46,0.0100
1806,38149,66.50,10.780858,35.49,0.0100
1807,38165,-22.00,10.077959,35.47,0.0100
1808,38190,-12.00,10.267225,35.45,0.0100
1809,38209,54.17,10.992414,35.49,0.0100
1810,38239,58.50,10.212964,35.52,0.0100
1811,38272,62.00,10.850899,35.56,0.0100
1812,38289,-23.00,10.700957,35.54,0.0100
1813,38317,64.50,10.643008,35.58,0.0100
1814,38330,-23.00,10.131339,35.56,0.0100
1815,38354,-8.00,10.309613,35.54,0.0100
1816,38380,55.17,11.195509,35.57,0.0100
1817,38410,55.50,10.207553,35.61,0.0100
1818,38421,-27.00,9.352611,35.59,0.0100
1819,38445,-13.00,10.735693,35.57,0.0100
1820,38477,-7.00,10.727398,35.55,0.0100
1821,38495,-6.00,10.571466,35.53,0.0100
1822,38515,59.00,9.749704,35.57,0.0100
1823,38534,-15.00,9.638898,35.55,0.0100
1824,38553,-17.00,9.298263,35.53,0.0100
1825,38574,-7.00,9.639456,35.51,0.0100
1826,38605,64.33,10.116405,35.54,0.0100
1827,38610,-29.00,11.267892,35.52,0.0100
1828,38619,-27.00,10.982976,35.50,0.0100
1829,38644,61.33,10.645166,35.54,0.0100
1830,38666,-9.00,10.448522,35.52,0.0100
1831,38682,-16.00,10.206196,35.50,0.0100
1832,38688,-28.00,9.529648,35.48,0.0100
1833,38716,66.00,10.446719,35.52,0.0100
1834,38730,-22.00,11.644519,35.50,0.0100
1835,38752,63.83,10.694586,35.53,0.0100
1836,38787,-3.00,10.661728,35.51,0.0100
1837,38809,59.50,10.705670,35.55,0.0100
1838,38814,-29.00,10.700757,35.53,0.0100
1839,38836,59.50,9.370607,35.56,0.0100
1840,38855,-21.00,9.843528,35.54,0.0100
1841,38882,-7.00,10.033787,35.52,0.0100
1842,38914,57.00,9.818053,35.56,0.0100
1843,38934,-21.00,10.234946,35.54,0.0100
1844,38952,-21.00,9.812420,35.52,0.0100
1845,38975,-6.00,10.167633,35.50,0.0100
1846,39001,62.17,10.024467,35.54,0.0100
1847,39028,60.50,9.733468,35.57,0.0100
1848,39051,-18.00,10.257742,35.55,0.0100
1849,39075,-19.00,9.980628,35.53,0.0100
1850,39084,-18.00,11.240384,35.51,0.0100
1851,39099,-19.00,10.142656,35.49,0.0100
1852,39117,-22.00,10.589209,35.48,0.0100
1853,39135,-21.00,10.868578,35.46,0.0100
1854,39154,60.83,9.989186,35.49,0.0100
1855,39181,65.33,9.877303,35.53,0.0100
1856,39198,-20.00,9.909757,35.51,0.0100
1857,39226,60.17,10.562130,35.54,0.0100
1858,39237,-24.00,10.661066,35.52,0.0100
1859,39265,68.00,9.957627,35.56,0.0100
1860,39285,-15.00,10.846739,35.54,0.0100
1861,39313,66.67,10.831310,35.57,0.0100
1862,39336,-20.00,10.361774,35.55,0.0100
1863,39364,65.33,9.572114,35.59,0.0100
1864,39383,-21.00,9.860341,35.57,0.0100
1865,39411,-3.00,10.296517,35.55,0.0100
1866,39428,-8.00,10.607740,35.53,0.0100
1867,39454,61.00,10.587162,35.57,0.0100
1868,39467,-19.00,10.135709,35.55,0.0100
1869,39486,-21.00,9.857100,35.53,0.0100
1870,39506,-18.00,10.835903,35.51,0.0100
1871,39524,-17.00,10.288366,35.49,0.0100
1872,39550,60.33,10.148485,35.52,0.0100
1873,39566,-16.00,9.234087,35.50,0.0100
1874,39584,-21.00,10.980263,35.49,0.0100
1875,39609,-19.00,9.476923,35.47,0.0100
1876,39630,-24.00,10.474910,35.45,0.0100
1877,39653,-10.00,10.269060,35.43,0.0100
1878,39672,-17.00,9.672704,35.41,0.0100
1879,39693,-20.00,10.444004,35.39,0.0100
1880,39721,66.67,10.187779,35.43,0.0100
1881,39745,59.17,8.683038,35.46,0.0100
1882,39772,59.50,9.840453,35.49,0.0100
1883,39801,-3.00,9.598601,35.48,0.0100
1884,39823,66.50,9.954142,35.51,0.0100
1885,39839,-18.00,9.399345,35.49,0.0100
1886,39861,-20.00,10.095809,35.47,0.0100
1887,39882,-20.00,9.828273,35.45,0.0100
1888,39906,-17.00,9.957082,35.43,0.0100
1889,39925,58.67,9.636944,35.47,0.0100
1890,39952,64.33,10.351888,35.50,0.0100
1891,39974,-11.00,9.211410,35.48,0.0100
1892,39993,-19.00,9.890177,35.47,0.0100
1893,40013,-16.00,10.264938,35.45,0.0100
1894,40039,66.33,9.992253,35.48,0.0100
1895,40061,-9.00,9.866699,35.46,0.0100
1896,40074,-20.00,10.289525,35.44,0.0100
1897,40102,66.33,10.001715,35.48,0.0100
1898,40127,-17.00,9.834746,35.46,0.0100
1899,40147,59.83,10.145748,35.49,0.0100
1900,40166,-19.00,11.102314,35.47,0.0100
1901,40187,-11.00,10.405638,35.46,0.0100
1902,40210,60.50,10.248577,35.49,0.0100
1903,40230,-19.00,8.998330,35.47,0.0100
1904,40250,-15.00,9.865098,35.45,0.0100
1905,40282,64.67,10.379781,35.49,0.0100
1906,40314,-4.00,10.060590,35.47,0.0100
1907,40332,-12.00,9.374122,35.45,0.0100
1908,40350,-17.00,9.002965,35.43,0.0100
1909,40367,-17.00,9.876490,35.41,0.0100
1910,40380,-23.00,10.310540,35.39,0.0100
1911,40399,62.67,9.215625,35.43,0.0100
1912,40422,-20.00,9.880357,35.41,0.0100
1913,40443,-20.00,9.898506,35.39,0.0100
1914,40470,-14.00,10.463178,35.37,0.0100
1915,40495,64.67,10.248499,35.40,0.0100
1916,40511,-22.00,10.957270,35.39,0.0100
1917,40536,-4.00,10.399601,35.37,0.0100
1918,40560,-4.00,10.078218,35.35,0.0100
1919,40566,-28.00,11.199810,35.33,0.0100
1920,40589,-10.00,10.083325,35.31,0.0100
1921,40611,-20.00,9.957271,35.29,0.0100
1922,40620,-18.00,11.351293,35.28,0.0100
1923,40648,65.50,10.020346,35.31,0.0100
1924,40664,-7.00,9.969305,35.29,0.0100
1925,40693,64.67,10.422993,35.32,0.0100
1926,40724,-8.00,9.920399,35.31,0.0100
1927,40748,-6.00,10.613469,35.29,0.0100
1928,40769,-20.00,10.306007,35.27,0.0100
1929,40782,-23.00,10.364566,35.25,0.0100
1930,40807,61.00,10.129989,35.28,0.0100
1931,40827,-21.00,10.041176,35.27,0.0100
1932,40850,-10.00,9.905338,35.25,0.0100
1933,40879,65.17,10.867424,35.28,0.0100
1934,40907,-9.00,9.943350,35.26,0.0100
1935,40928,-14.00,10.037704,35.25,0.0100
1936,40951,60.33,9.654522,35.28,0.0100
1937,40978,64.50,11.012385,35.31,0.0100
1938,40997,-19.00,9.865608,35.29,0.0100
1939,41007,-24.00,9.490472,35.28,0.0100
1940,41024,-25.00,9.785505,35.26,0.0100
1941,41047,66.50,10.680205,35.29,0.0100
1942,41064,-22.00,9.853586,35.27,0.0100
1943,41087,-8.00,10.171869,35.25,0.0100
1944,41091,-29.00,8.383780,35.24,0.0100
1945,41097,-28.00,8.719829,35.22,0.0100
1946,41122,61.50,9.671746,35.25,0.0100
1947,41144,-11.00,9.693335,35.23,0.0100
1948,41166,-18.00,10.027691,35.22,0.0100
1949,41184,-19.00,10.077473,35.20,0.0100
1950,41208,-15.00,8.964507,35.18,0.0100
1951,41228,-9.00,9.884998,35.16,0.0100
1952,41247,-23.00,9.910079,35.14,0.0100
1953,41269,59.50,10.318533,35.18,0.0100
1954,41288,-10.00,10.135551,35.16,0.0100
1955,41304,-15.00,9.603031,35.14,0.0100
1956,41332,65.50,11.102285,35.17,0.0100
1957,41353,61.83,9.546339,35.21,0.0100
1958,41372,-23.00,9.576863,35.19,0.0100
1959,41398,65.67,9.813519,35.22,0.0100
1960,41415,-20.00,10.259877,35.20,0.0100
1961,41436,-20.00,9.610302,35.19,0.0100
1962,41457,-18.00,9.608415,35.17,0.0100
1963,41469,-25.00,9.943892,35.15,0.0100
1964,41493,-17.00,9.720561,35.13,0.0100
1965,41514,-20.00,10.253176,35.11,0.0100
1966,41523,-27.00,9.920332,35.10,0.0100
1967,41550,-3.00,10.059101,35.08,0.0100
1968,41572,54.33,10.457042,35.11,0.0100
1969,41592,-15.00,10.854085,35.09,0.0100
1970,41609,-16.00,10.268249,35.08,0.0100
1971,41627,-21.00,9.421312,35.06,0.0100
1972,41653,67.67,10.370532,35.09,0.0100
1973,41670,-22.00,10.077173,35.07,0.0100
1974,41695,60.83,10.675652,35.11,0.0100
1975,41714,-12.00,11.338030,35.09,0.0100
1976,41733,-17.00,9.621363,35.07,0.0100
1977,41755,64.50,8.871862,35.10,0.0100
1978,41779,61.17,10.120406,35.14,0.0100
1979,41799,-17.00,9.911582,35.12,0.0100
1980,41811,-23.00,10.636747,35.10,0.0100
1981,41835,-17.00,9.680409,35.08,0.0100
1982,41853,-21.00,9.677998,35.07,0.0100
1983,41874,-20.00,9.947095,35.05,0.0100
1984,41899,59.00,10.327518,35.08,0.0100
1985,41918,-15.00,9.549186,35.06,0.0100
1986,41938,62.00,9.554267,35.10,0.0100
1987,41943,-29.00,9.569092,35.08,0.0100
1988,41966,-10.00,9.937190,35.06,0.0100
1989,41991,-8.00,9.670203,35.04,0.0100
1990,42015,-15.00,9.748014,35.03,0.0100
1991,42038,-8.00,10.147796,35.01,0.0100
1992,42062,-10.00,9.804758,34.99,0.0100
1993,42091,65.00,9.857027,35.02,0.0100
1994,42105,-24.00,10.465286,35.01,0.0100
1995,42123,-20.00,9.899914,34.99,0.0100
1996,42146,-10.00,10.200073,34.97,0.0100
1997,42178,62.17,10.202336,35.00,0.0100
1998,42197,-21.00,10.016413,34.98,0.0100
1999,42223,58.17,9.968082,35.02,0.0100
2000,42243,-19.00,10.503101,35.00,0.0100
2001,42261,-9.00,8.877744,34.98,0.0100
2002,42287,-14.00,9.463218,34.97,0.0100
2003,42306,-21.00,10.060519,34.95,0.0100
2004,42331,62.50,9.739716,34.98,0.0100
2005,42342,-25.00,9.629159,34.96,0.0100
2006,42367,57.17,9.993441,35.00,0.0100
2007,42375,-28.00,9.819252,34.98,0.0100
2008,42393,-21.00,8.561095,34.96,0.0100
2009,42409,57.50,10.232150,34.99,0.0100
2010,42426,-18.00,10.033270,34.98,0.0100
2011,42451,66.83,10.923407,35.01,0.0100
2012,42481,61.17,9.777624,35.04,0.0100
2013,42497,-20.00,9.429656,35.02,0.0100
2014,42504,-28.00,10.275000,35.00,0.0100
2015,42532,61.67,9.548058,35.04,0.0100
2016,42554,-20.00,10.853648,35.02,0.0100
2017,42567,-26.00,10.391804,35.00,0.0100
2018,42591,-19.00,10.630406,34.99,0.0100
2019,42603,-17.00,9.783033,34.97,0.0100
2020,42624,-8.00,9.343030,34.95,0.0100
2021,42652,61.50,10.216647,34.98,0.0100
2022,42679,62.50,10.852228,35.01,0.0100
2023,42695,-20.00,10.622289,35.00,0.0100
2024,42720,-6.00,10.729213,34.98,0.0100
2025,42737,-10.00,9.497247,34.96,0.0100
2026,42759,-24.00,9.595140,34.95,0.0100
2027,42785,-7.00,9.595223,34.93,0.0100
2028,42808,58.17,9.925092,34.96,0.0100
2029,42822,-23.00,10.310689,34.94,0.0100
2030,42846,-17.00,9.730343,34.93,0.0100
2031,42874,61.33,9.573251,34.96,0.0100
2032,42891,-20.00,10.331359,34.94,0.0100
2033,42900,-27.00,10.544210,34.92,0.0100
2034,42925,61.83,10.053488,34.96,0.0100
2035,42950,-10.00,9.422424,34.94,0.0100
2036,42969,-19.00,9.608587,34.92,0.0100
2037,42985,58.00,10.547364,34.95,0.0100
2038,43004,-21.00,9.790684,34.94,0.0100
2039,43023,-15.00,9.821248,34.92,0.0100
2040,43041,-20.00,9.736848,34.90,0.0100
2041,43066,58.17,10.437617,34.93,0.0100
2042,43089,-20.00,9.401071,34.92,0.0100
2043,43112,-4.00,10.146988,34.90,0.0100
2044,43122,-24.00,10.314486,34.88,0.0100
2045,43144,60.50,10.215155,34.91,0.0100
2046,43174,57.50,9.373884,34.95,0.0100
2047,43199,-10.00,10.475777,34.93,0.0100
2048,43231,66.17,10.187755,34.96,0.0100
2049,43244,-21.00,10.095461,34.94,0.0100
2050,43260,-22.00,11.329827,34.93,0.0100
2051,43282,58.67,10.272952,34.96,0.0100
2052,43301,-17.00,10.034716,34.94,0.0100
2053,43320,-19.00,10.085189,34.92,0.0100
2054,43348,64.00,10.346630,34.96,0.0100
2055,43370,-7.00,10.707396,34.94,0.0100
2056,43388,-19.00,10.735045,34.92,0.0100
2057,43409,-11.00,10.101019,34.91,0.0100
2058,43428,-15.00,10.894950,34.89,0.0100
2059,43446,-17.00,11.451714,34.87,0.0100
2060,43466,-18.00,10.298442,34.85,0.0100
2061,43484,-15.00,10.837233,34.84,0.0100
2062,43488,-29.00,10.999277,34.82,0.0100
2063,43512,-19.00,10.326914,34.80,0.0100
2064,43527,-19.00,9.885846,34.79,0.0100
2065,43556,-6.00,9.671394,34.77,0.0100
2066,43582,62.17,10.831337,34.80,0.0100
2067,43607,-8.00,10.693730,34.78,0.0100
2068,43630,58.17,9.680558,34.82,0.0100
2069,43651,52.33,9.590390,34.85,0.0100
2070,43670,-8.00,10.479546,34.83,0.0100
2071,43680,-27.00,11.050385,34.81,0.0100
2072,43700,-9.00,10.326020,34.80,0.0100
2073,43719,-21.00,10.625333,34.78,0.0100
2074,43728,-27.00,9.947310,34.76,0.0100
2075,43753,62.50,9.754609,34.80,0.0100
2076,43775,-18.00,10.380292,34.78,0.0100
2077,43785,-26.00,9.827548,34.76,0.0100
2078,43810,54.00,9.755228,34.79,0.0100
2079,43826,-22.00,9.437306,34.78,0.0100
2080,43850,-8.00,10.960999,34.76,0.0100
2081,43873,60.00,10.183600,34.79,0.0100
2082,43890,-16.00,10.962892,34.77,0.0100
2083,43913,-19.00,10.665273,34.76,0.0100
2084,43931,-21.00,10.266042,34.74,0.0100
2085,43950,-19.00,10.159810,34.72,0.0100
2086,43959,-27.00,11.425666,34.71,0.0100
2087,43987,64.67,10.045261,34.74,0.0100
2088,44017,67.00,10.021399,34.77,0.0100
2089,44051,-7.00,10.780128,34.75,0.0100
2090,44066,-13.00,9.830446,34.74,0.0100
2091,44093,-13.00,10.570790,34.72,0.0100
2092,44111,-15.00,9.919492,34.70,0.0100
2093,44135,-10.00,9.579678,34.69,0.0100
2094,44153,-21.00,10.234994,34.67,0.0100
2095,44171,-19.00,9.637969,34.65,0.0100
2096,44192,-16.00,9.912264,34.64,0.0100
2097,44215,61.33,9.906117,34.67,0.0100
2098,44226,-25.00,9.836864,34.65,0.0100
2099,44232,-19.00,9.760713,34.64,0.0100
2100,44260,61.67,9.732645,34.67,0.0100
2101,44293,68.33,10.386535,34.70,0.0100
2102,44315,-11.00,9.268581,34.68,0.0100
2103,44333,-10.00,10.215220,34.66,0.0100
2104,44351,-15.00,10.033211,34.65,0.0100
2105,44372,-9.00,11.224256,34.63,0.0100
2106,44395,59.17,9.828847,34.66,0.0100
2107,44425,61.00,9.911079,34.69,0.0100
2108,44450,-10.00,10.408750,34.68,0.0100
2109,44460,-27.00,13.277949,34.66,0.0100
2110,44478,-9.00,10.454172,34.64,0.0100
2111,44501,-12.00,9.607667,34.63,0.0100
2112,44530,64.17,9.870462,34.66,0.0100
2113,44554,63.83,10.242745,34.69,0.0100
2114,44568,-14.00,9.958605,34.67,0.0100
2115,44583,-15.00,9.465734,34.66,0.0100
2116,44603,-18.00,9.424889,34.64,0.0100
2117,44621,-15.00,9.553188,34.62,0.0100
2118,44639,-17.00,9.143630,34.61,0.0100
2119,44649,-26.00,11.173342,34.59,0.0100
2120,44680,64.50,10.875852,34.62,0.0100
2121,44691,-25.00,9.125506,34.61,0.0100
2122,44725,57.00,10.040265,34.64,0.0100
2123,44746,63.33,10.253467,34.67,0.0100
2124,44765,-21.00,9.515738,34.65,0.0100
2125,44784,-19.00,9.814868,34.64,0.0100
2126,44805,-20.00,10.195176,34.62,0.0100
2127,44826,-9.00,9.666861,34.60,0.0100
2128,44846,-20.00,9.105292,34.59,0.0100
2129,44875,61.50,9.242816,34.62,0.0100
2130,44900,-8.00,10.969446,34.60,0.0100
2131,44929,68.50,10.518131,34.63,0.0100
2132,44949,-21.00,10.468842,34.62,0.0100
2133,44973,-17.00,10.345522,34.60,0.0100
2134,44985,-23.00,9.877230,34.58,0.0100
2135,45010,60.17,9.931581,34.61,0.0100
2136,45032,-20.00,10.787286,34.60,0.0100
2137,45061,66.50,10.046805,34.63,0.0100
2138,45081,-17.00,10.143353,34.61,0.0100
2139,45109,59.50,9.345524,34.64,0.0100
2140,45128,-19.00,10.093142,34.63,0.0100
2141,45154,65.67,10.321479,34.66,0.0100
2142,45168,-22.00,9.605281,34.64,0.0100
2143,45188,-11.00,10.194974,34.62,0.0100
2144,45207,-25.00,9.790799,34.61,0.0100
2145,45232,63.00,9.281686,34.64,0.0100
2146,45245,-19.00,9.106506,34.62,0.0100
2147,45274,66.17,9.585482,34.65,0.0100
2148,45282,-25.00,10.549092,34.64,0.0100
2149,45305,-17.00,10.444022,34.62,0.0100
2150,45334,62.33,10.340284,34.65,0.0100
2151,45353,-17.00,9.905603,34.64,0.0100
2152,45374,-16.00,10.148495,34.62,0.0100
2153,45393,-19.00,9.727713,34.60,0.0100
2154,45411,-22.00,9.833796,34.59,0.0100
2155,45436,65.17,10.503815,34.62,0.0100
2156,45441,-29.00,11.231549,34.60,0.0100
2157,45463,66.67,10.187960,34.63,0.0100
2158,45491,-7.00,10.420601,34.62,0.0100
2159,45515,-10.00,9.989150,34.60,0.0100
2160,45527,-23.00,8.816031,34.58,0.0100
2161,45556,62.50,9.713789,34.61,0.0100
2162,45576,-17.00,9.575023,34.60,0.0100
2163,45597,-20.00,9.653049,34.58,0.0100
2164,45615,-21.00,9.730827,34.57,0.0100
2165,45634,53.17,10.090956,34.60,0.0100
2166,45653,-15.00,9.233944,34.58,0.0100
2167,45672,-17.00,10.401389,34.56,0.0100
2168,45692,-18.00,10.114633,34.55,0.0100
2169,45705,-25.00,10.188825,34.53,0.0100
2170,45736,65.50,10.364838,34.56,0.0100
2171,45755,-10.00,10.729776,34.55,0.0100
2172,45774,-21.00,10.661128,34.53,0.0100
2173,45802,63.33,10.799469,34.56,0.0100
2174,45825,-20.00,10.461689,34.54,0.0100
2175,45845,-16.00,11.156320,34.53,0.0100
2176,45866,-14.00,9.550407,34.51,0.0100
2177,45881,-9.00,9.008225,34.50,0.0100
2178,45896,-18.00,10.405300,34.48,0.0100
2179,45925,67.17,10.042144,34.51,0.0100
2180,45958,59.00,9.708765,34.54,0.0100
2181,45969,-24.00,10.461639,34.53,0.0100
2182,45984,-20.00,10.476884,34.51,0.0100
2183,46007,-6.00,9.606270,34.49,0.0100
2184,46033,63.17,10.116232,34.52,0.0100
2185,46052,-21.00,9.937186,34.51,0.0100
2186,46073,-11.00,9.686924,34.49,0.0100
2187,46096,64.83,10.104671,34.52,0.0100
2188,46110,-23.00,9.415928,34.51,0.0100
2189,46135,65.00,10.304966,34.54,0.0100
2190,46159,55.83,9.946862,34.57,0.0100
2191,46176,-18.00,10.634344,34.55,0.0100
2192,46185,-27.00,9.536170,34.53,0.0100
2193,46207,65.33,9.790735,34.56,0.0100
2194,46227,-19.00,9.266880,34.55,0.0100
2195,46252,59.33,9.852662,34.58,0.0100
2196,46266,-25.00,9.590722,34.56,0.0100
2197,46291,65.17,10.287329,34.59,0.0100
2198,46299,-28.00,10.240331,34.58,0.0100
2199,46328,-6.00,10.618638,34.56,0.0100
2200,46354,61.67,9.845745,34.59,0.0100
2201,46385,-8.00,10.182338,34.58,0.0100
2202,46403,-21.00,9.998900,34.56,0.0100
2203,46432,67.33,10.954411,34.59,0.0100
2204,46449,-20.00,10.379146,34.57,0.0100
2205,46472,-17.00,9.710040,34.56,0.0100
2206,46493,-14.00,11.061814,34.54,0.0100
2207,46525,64.00,9.990083,34.57,0.0100
2208,46552,61.50,9.434929,34.60,0.0100
2209,46582,66.17,10.480007,34.63,0.0100
2210,46599,-18.00,10.622305,34.62,0.0100
2211,46630,60.17,10.373274,34.64,0.0100
2212,46649,-12.00,11.003769,34.63,0.0100
2213,46659,-27.00,9.989807,34.61,0.0100
2214,46687,58.17,11.347137,34.64,0.0100
2215,46714,65.00,10.478291,34.67,0.0100
2216,46733,-19.00,10.950976,34.66,0.0100
2217,46740,-28.00,9.995714,34.64,0.0100
2218,46768,54.67,10.170141,34.67,0.0100
2219,46788,-19.00,10.699458,34.66,0.0100
2220,46821,-1.00,9.472377,34.64,0.0100
2221,46851,-12.00,10.433014,34.62,0.0100
2222,46872,-18.00,11.385783,34.61,0.0100
2223,46900,54.50,11.107118,34.64,0.0100
2224,46919,-21.00,11.155019,34.62,0.0100
2225,46934,-18.00,9.417183,34.61,0.0100
2226,46956,-20.00,10.186917,34.59,0.0100
2227,46981,63.17,10.057889,34.62,0.0100
2228,47011,63.17,10.757638,34.65,0.0100
2229,47038,62.67,10.183678,34.68,0.0100
2230,47049,-27.00,9.154049,34.66,0.0100
2231,47074,58.33,10.861049,34.69,0.0100
2232,47091,-20.00,9.783247,34.68,0.0100
2233,47112,-20.00,9.522174,34.66,0.0100
2234,47140,64.17,11.033736,34.69,0.0100
2235,47160,-17.00,10.309956,34.68,0.0100
2236,47188,63.50,9.671278,34.70,0.0100
2237,47212,59.00,9.501716,34.73,0.0100
2238,47226,-22.00,9.956256,34.72,0.0100
2239,47251,67.17,10.774693,34.75,0.0100
2240,47281,61.00,10.556321,34.78,0.0100
2241,47297,-15.00,10.382723,34.76,0.0100
2242,47316,-19.00,10.284793,34.75,0.0100
2243,47336,-18.00,9.342795,34.73,0.0100
2244,47356,61.50,10.722305,34.76,0.0100
2245,47376,-17.00,10.686190,34.74,0.0100
2246,47391,-23.00,9.617391,34.73,0.0100
2247,47419,67.67,10.585453,34.76,0.0100
2248,47439,-21.00,10.277621,34.74,0.0100
2249,47459,-20.00,9.492408,34.73,0.0100
2250,47466,-19.00,9.897982,34.71,0.0100
2251,47491,62.17,10.461744,34.74,0.0100
2252,47496,-29.00,9.969643,34.72,0.0100
2253,47521,57.33,9.599429,34.75,0.0100
2254,47549,-9.00,10.746654,34.74,0.0100
2255,47570,-9.00,9.566348,34.72,0.0100
2256,47597,-5.00,9.870041,34.71,0.0100
2257,47610,-23.00,8.895662,34.69,0.0100
2258,47627,-17.00,10.647785,34.68,0.0100
2259,47648,-14.00,10.354427,34.66,0.0100
2260,47668,58.00,10.110963,34.69,0.0100
2261,47688,-17.00,10.444792,34.67,0.0100
2262,47712,-10.00,10.400287,34.66,0.0100
2263,47733,-20.00,9.563807,34.64,0.0100
2264,47763,-2.00,10.192749,34.63,0.0100
2265,47772,-27.00,11.346335,34.61,0.0100
2266,47787,-18.00,10.555465,34.60,0.0100
2267,47807,-14.00,9.933646,34.58,0.0100
2268,47820,-24.00,9.901292,34.57,0.0100
2269,47846,-9.00,10.739030,34.55,0.0100
2270,47865,-21.00,9.569699,34.54,0.0100
2271,47889,-8.00,10.587022,34.52,0.0100
2272,47914,63.17,11.790633,34.55,0.0100
2273,47944,66.83,9.998169,34.58,0.0100
2274,47972,-7.00,9.943459,34.56,0.0100
2275,47982,-15.00,10.731716,34.55,0.0100
2276,48010,58.17,9.886433,34.58,0.0100
2277,48029,-16.00,11.121299,34.56,0.0100
2278,48033,-29.00,9.591648,34.55,0.0100
2279,48057,-6.00,9.666368,34.53,0.0100
2280,48079,59.67,10.696330,34.56,0.0100
2281,48109,63.33,10.411828,34.59,0.0100
2282,48123,-23.00,9.509307,34.57,0.0100
2283,48129,-28.00,10.857323,34.56,0.0100
2284,48153,-17.00,9.825133,34.54,0.0100
2285,48177,-17.00,9.598980,34.53,0.0100
2286,48195,-23.00,10.705791,34.51,0.0100
2287,48216,-16.00,9.788173,34.50,0.0100
2288,48243,-5.00,11.050933,34.48,0.0100
2289,48263,-16.00,10.439349,34.47,0.0100
2290,48273,-15.00,11.039092,34.45,0.0100
2291,48298,63.00,10.792351,34.48,0.0100
2292,48321,-20.00,10.872367,34.47,0.0100
2293,48344,-6.00,10.999458,34.45,0.0100
2294,48354,-26.00,10.221360,34.44,0.0100
2295,48366,-20.00,10.196955,34.42,0.0100
2296,48394,63.67,10.835781,34.45,0.0100
2297,48402,-25.00,11.077801,34.44,0.0100
2298,48425,-17.00,11.006723,34.42,0.0100
2299,48441,-20.00,10.930240,34.41,0.0100
2300,48466,62.50,11.128344,34.43,0.0100
2301,48493,64.00,9.811956,34.46,0.0100
2302,48513,-19.00,10.043498,34.45,0.0100
