Episode,Timestep,Reward,Loss,WinRate,Epsilon
589,12072,-16.00,5.689030,37.18,0.0100
590,12100,60.17,6.460869,37.29,0.0100
591,12126,-19.00,5.536895,37.23,0.0100
592,12135,-24.00,5.077188,37.16,0.0100
593,12166,67.67,5.767089,37.27,0.0100
594,12188,-9.00,5.840010,37.21,0.0100
595,12207,-17.00,5.601375,37.14,0.0100
596,12231,-17.00,6.191177,37.08,0.0100
597,12259,65.50,5.621951,37.19,0.0100
598,12278,-19.00,5.307379,37.12,0.0100
599,12294,-21.00,6.344066,37.06,0.0100
600,12309,-15.00,5.576168,37.00,0.0100
601,12337,58.83,5.422424,37.10,0.0100
602,12357,-19.00,5.716163,37.04,0.0100
603,12382,63.33,5.611467,37.15,0.0100
604,12407,-15.00,5.842035,37.09,0.0100
605,12423,-19.00,5.636423,37.02,0.0100
606,12451,64.67,5.241711,37.13,0.0100
607,12468,-21.00,5.767536,37.07,0.0100
608,12496,60.33,5.712506,37.17,0.0100
609,12522,-6.00,6.044146,37.11,0.0100
610,12550,66.00,5.982454,37.21,0.0100
611,12570,-19.00,5.636988,37.15,0.0100
612,12588,-15.00,5.583549,37.09,0.0100
613,12619,63.17,6.022864,37.19,0.0100
614,12645,-13.00,5.665185,37.13,0.0100
615,12670,60.50,5.766989,37.24,0.0100
616,12687,-18.00,5.534491,37.18,0.0100
617,12718,67.83,5.674415,37.28,0.0100
618,12734,-22.00,5.797762,37.22,0.0100
619,12760,61.00,5.886633,37.32,0.0100
620,12787,66.33,5.528295,37.42,0.0100
621,12809,-18.00,5.244683,37.36,0.0100
622,12838,64.00,6.038285,37.46,0.0100
623,12860,-9.00,5.780136,37.40,0.0100
624,12879,-20.00,6.238747,37.34,0.0100
625,12888,-24.00,6.536904,37.28,0.0100
626,12913,65.17,5.954693,37.38,0.0100
627,12940,65.50,5.751269,37.48,0.0100
628,12960,-15.00,6.281091,37.42,0.0100
629,12980,-20.00,5.804940,37.36,0.0100
630,13001,-18.00,6.032412,37.30,0.0100
631,13011,-26.00,5.774954,37.24,0.0100
632,13036,59.00,5.899723,37.34,0.0100
633,13050,-24.00,5.888591,37.28,0.0100
634,13075,66.17,6.135419,37.38,0.0100
635,13080,-29.00,5.787242,37.32,0.0100
636,13089,-27.00,6.721781,37.26,0.0100
637,13098,-27.00,6.150537,37.21,0.0100
638,13129,65.17,6.040414,37.30,0.0100
639,13148,-19.00,6.408268,37.25,0.0100
640,13172,-10.00,5.960633,37.19,0.0100
641,13196,-10.00,6.058862,37.13,0.0100
642,13222,67.67,6.094367,37.23,0.0100
643,13238,-16.00,5.745565,37.17,0.0100
644,13256,-8.00,6.019652,37.11,0.0100
645,13280,-13.00,6.080258,37.05,0.0100
646,13297,56.67,5.818824,37.15,0.0100
647,13313,-18.00,5.626772,37.09,0.0100
648,13342,65.17,6.073483,37.19,0.0100
649,13357,56.50,6.443323,37.29,0.0100
650,13377,-8.00,5.565710,37.23,0.0100
651,13397,-16.00,6.214248,37.17,0.0100
652,13416,-19.00,6.168057,37.12,0.0100
653,13426,53.83,6.344550,37.21,0.0100
654,13449,-18.00,5.821577,37.16,0.0100
655,13466,-17.00,6.011454,37.10,0.0100
656,13490,-10.00,6.239869,37.04,0.0100
657,13519,58.17,5.864877,37.14,0.0100
658,13543,61.33,6.176245,37.23,0.0100
659,13565,-16.00,5.962081,37.18,0.0100
660,13578,-25.00,5.317305,37.12,0.0100
661,13598,-18.00,5.654041,37.07,0.0100
662,13616,-19.00,5.611081,37.01,0.0100
663,13632,-21.00,5.511123,36.95,0.0100
664,13660,59.83,5.750400,37.05,0.0100
665,13682,-9.00,6.066442,36.99,0.0100
666,13705,62.67,6.063952,37.09,0.0100
667,13725,-19.00,6.636073,37.03,0.0100
668,13746,-14.00,6.570062,36.98,0.0100
669,13767,-5.00,5.820631,36.92,0.0100
670,13789,57.67,5.974448,37.01,0.0100
671,13809,-8.00,6.822856,36.96,0.0100
672,13843,63.33,6.081884,37.05,0.0100
673,13870,62.50,5.858568,37.15,0.0100
674,13875,-29.00,7.060979,37.09,0.0100
675,13884,-27.00,7.276880,37.04,0.0100
676,13914,-2.00,6.393225,36.98,0.0100
677,13936,60.67,6.908965,37.08,0.0100
678,13955,-17.00,6.221259,37.02,0.0100
679,13981,65.83,6.267842,37.11,0.0100
680,13986,-29.00,6.848471,37.06,0.0100
681,14011,61.67,6.180070,37.15,0.0100
682,14033,-7.00,5.887318,37.10,0.0100
683,14051,-19.00,6.527978,37.04,0.0100
684,14081,-6.00,6.734941,36.99,0.0100
685,14093,-23.00,6.951185,36.93,0.0100
686,14103,-27.00,6.776904,36.88,0.0100
687,14136,-3.00,6.754880,36.83,0.0100
688,14164,56.00,6.443886,36.92,0.0100
689,14184,-15.00,6.425114,36.87,0.0100
690,14205,-16.00,6.460530,36.81,0.0100
691,14236,69.00,6.322404,36.90,0.0100
692,14252,-18.00,6.385511,36.85,0.0100
693,14262,-26.00,6.353370,36.80,0.0100
694,14293,64.50,6.371754,36.89,0.0100
695,14320,55.17,6.091684,36.98,0.0100
696,14328,-25.00,6.617687,36.93,0.0100
697,14346,-19.00,6.792093,36.87,0.0100
698,14377,68.67,6.507423,36.96,0.0100
699,14402,-10.00,5.775741,36.91,0.0100
700,14433,-6.00,6.212067,36.86,0.0100
701,14464,66.00,6.518172,36.95,0.0100
702,14494,60.17,6.963053,37.04,0.0100
703,14519,-17.00,6.239555,36.98,0.0100
704,14548,56.33,6.429406,37.07,0.0100
705,14567,-19.00,7.032982,37.02,0.0100
706,14588,-11.00,6.512269,36.97,0.0100
707,14612,-17.00,6.042604,36.92,0.0100
708,14635,61.17,6.457273,37.01,0.0100
709,14657,-9.00,6.588737,36.95,0.0100
710,14676,-21.00,6.629960,36.90,0.0100
711,14688,-20.00,6.631904,36.85,0.0100
712,14721,-3.00,6.906289,36.80,0.0100
713,14742,-8.00,6.426698,36.75,0.0100
714,14770,64.00,7.289650,36.83,0.0100
715,14786,-9.00,6.486039,36.78,0.0100
716,14813,-9.00,6.900654,36.73,0.0100
717,14837,-10.00,6.901791,36.68,0.0100
718,14869,64.83,6.293964,36.77,0.0100
719,14888,-19.00,6.316089,36.72,0.0100
720,14901,-25.00,6.678222,36.67,0.0100
721,14906,-28.00,6.566326,36.62,0.0100
722,14935,60.17,6.961336,36.70,0.0100
723,14951,-9.00,6.974657,36.65,0.0100
724,14977,68.17,7.013044,36.74,0.0100
725,14999,-11.00,6.232605,36.69,0.0100
726,15014,-18.00,6.008311,36.64,0.0100
727,15030,-23.00,6.292701,36.59,0.0100
728,15053,-13.00,6.405288,36.54,0.0100
729,15071,-17.00,6.926518,36.49,0.0100
730,15098,-9.00,6.431016,36.44,0.0100
731,15124,63.33,6.454594,36.53,0.0100
732,15129,-29.00,5.623251,36.48,0.0100
733,15153,-19.00,6.160015,36.43,0.0100
734,15171,-22.00,5.876144,36.38,0.0100
735,15186,-21.00,5.843482,36.33,0.0100
736,15214,64.67,6.525713,36.41,0.0100
737,15225,-26.00,6.199024,36.36,0.0100
738,15250,64.50,6.440370,36.45,0.0100
739,15281,-6.00,6.845852,36.40,0.0100
740,15291,-27.00,7.217720,36.35,0.0100
741,15319,65.50,6.392471,36.44,0.0100
742,15339,-15.00,6.175598,36.39,0.0100
743,15367,65.00,6.163509,36.47,0.0100
744,15372,-29.00,6.623878,36.42,0.0100
745,15381,-27.00,7.090880,36.38,0.0100
746,15412,71.00,6.623786,36.46,0.0100
747,15431,-17.00,6.101839,36.41,0.0100
748,15447,-18.00,6.938400,36.36,0.0100
749,15475,59.33,6.752303,36.45,0.0100
750,15480,-29.00,6.494146,36.40,0.0100
751,15508,63.17,6.533690,36.48,0.0100
752,15522,-17.00,6.400865,36.44,0.0100
753,15544,54.00,6.604438,36.52,0.0100
754,15571,68.83,6.480210,36.60,0.0100
755,15590,-17.00,6.562918,36.56,0.0100
756,15611,-20.00,6.436638,36.51,0.0100
757,15621,-26.00,6.019651,36.46,0.0100
758,15644,-8.00,7.278473,36.41,0.0100
759,15667,64.00,6.710317,36.50,0.0100
760,15686,-17.00,6.928072,36.45,0.0100
761,15716,-6.00,6.872736,36.40,0.0100
762,15737,-9.00,6.868961,36.35,0.0100
763,15759,-9.00,6.832168,36.30,0.0100
764,15771,-23.00,5.830119,36.26,0.0100
765,15794,-6.00,6.601972,36.21,0.0100
766,15814,58.83,6.614177,36.29,0.0100
767,15838,61.17,6.708374,36.38,0.0100
768,15867,-5.00,6.930619,36.33,0.0100
769,15897,-4.00,7.100513,36.28,0.0100
770,15906,-27.00,7.126261,36.23,0.0100
771,15934,61.83,7.227149,36.32,0.0100
772,15942,-27.00,7.704317,36.27,0.0100
773,15972,-4.00,7.214261,36.22,0.0100
774,15995,-8.00,7.305541,36.18,0.0100
775,16016,-7.00,7.227067,36.13,0.0100
776,16035,-19.00,6.559525,36.08,0.0100
777,16060,66.00,6.614102,36.16,0.0100
778,16082,-9.00,7.340016,36.12,0.0100
779,16104,-18.00,7.173937,36.07,0.0100
780,16124,-16.00,6.932433,36.03,0.0100
781,16136,-23.00,6.423688,35.98,0.0100
782,16162,62.50,6.599011,36.06,0.0100
783,16183,63.17,6.529470,36.14,0.0100
784,16197,-24.00,6.731260,36.10,0.0100
785,16214,-21.00,6.666998,36.05,0.0100
786,16240,64.83,7.023893,36.13,0.0100
787,16265,-6.00,6.514919,36.09,0.0100
788,16287,-14.00,7.205533,36.04,0.0100
789,16312,64.50,7.080677,36.12,0.0100
790,16335,-20.00,6.687694,36.08,0.0100
791,16359,-4.00,6.957533,36.03,0.0100
792,16374,-16.00,7.021904,35.98,0.0100
793,16397,-10.00,6.991674,35.94,0.0100
794,16401,-29.00,6.763029,35.89,0.0100
795,16424,-10.00,6.738191,35.85,0.0100
796,16443,-21.00,6.820977,35.80,0.0100
797,16468,66.17,7.382485,35.88,0.0100
798,16498,67.67,6.533860,35.96,0.0100
799,16509,-21.00,6.689003,35.92,0.0100
800,16529,-20.00,6.763234,35.88,0.0100
801,16553,-17.00,7.079751,35.83,0.0100
802,16563,-21.00,6.378962,35.79,0.0100
803,16580,-21.00,7.383229,35.74,0.0100
804,16606,66.33,6.330850,35.82,0.0100
805,16628,-9.00,7.441657,35.78,0.0100
806,16652,-19.00,6.743932,35.73,0.0100
807,16662,-24.00,7.101469,35.69,0.0100
808,16682,-16.00,7.205226,35.64,0.0100
809,16703,-9.00,6.971711,35.60,0.0100
810,16724,-9.00,7.034532,35.56,0.0100
811,16746,-20.00,7.032177,35.51,0.0100
812,16766,-18.00,6.803998,35.47,0.0100
813,16792,62.83,7.311538,35.55,0.0100
814,16814,-18.00,7.452835,35.50,0.0100
815,16840,65.83,7.137575,35.58,0.0100
816,16866,-8.00,7.042026,35.54,0.0100
817,16894,65.67,7.077423,35.62,0.0100
818,16918,64.17,6.712656,35.70,0.0100
819,16943,-8.00,6.849201,35.65,0.0100
820,16975,68.33,6.557166,35.73,0.0100
821,17000,-8.00,7.422461,35.69,0.0100
822,17019,-21.00,6.999292,35.64,0.0100
823,17046,-5.00,6.719756,35.60,0.0100
824,17067,-20.00,6.932570,35.56,0.0100
825,17088,-16.00,7.323569,35.52,0.0100
826,17097,-24.00,6.948086,35.47,0.0100
827,17131,67.33,6.733005,35.55,0.0100
828,17153,-16.00,7.192954,35.51,0.0100
829,17182,63.50,6.607643,35.59,0.0100
830,17206,61.33,6.905944,35.66,0.0100
831,17239,66.50,7.207401,35.74,0.0100
832,17258,-19.00,6.982110,35.70,0.0100
833,17276,-17.00,7.913183,35.65,0.0100
834,17294,-15.00,6.913001,35.61,0.0100
835,17310,-24.00,6.796370,35.57,0.0100
836,17331,-14.00,7.818824,35.53,0.0100
837,17359,66.83,6.641662,35.60,0.0100
838,17364,-29.00,7.625366,35.56,0.0100
839,17379,-13.00,7.628623,35.52,0.0100
840,17410,66.33,7.649311,35.60,0.0100
841,17429,-12.00,7.197371,35.55,0.0100
842,17458,59.33,7.037007,35.63,0.0100
843,17486,-7.00,7.190759,35.59,0.0100
844,17507,-18.00,7.712139,35.55,0.0100
845,17523,-22.00,6.543415,35.50,0.0100
846,17535,-23.00,8.049201,35.46,0.0100
847,17563,65.17,6.950248,35.54,0.0100
848,17579,-20.00,7.018377,35.50,0.0100
849,17598,-21.00,7.549280,35.45,0.0100
850,17618,-18.00,7.852869,35.41,0.0100
851,17637,-15.00,7.398919,35.37,0.0100
852,17662,65.33,7.558329,35.45,0.0100
853,17683,63.83,7.397014,35.52,0.0100
854,17700,-22.00,7.776902,35.48,0.0100
855,17725,66.50,7.157468,35.56,0.0100
856,17752,64.33,7.319556,35.63,0.0100
857,17771,-17.00,6.799911,35.59,0.0100
858,17800,56.00,6.831371,35.66,0.0100
859,17811,-26.00,7.427955,35.62,0.0100
860,17839,67.67,7.112016,35.70,0.0100
861,17853,-17.00,6.248478,35.66,0.0100
862,17874,-7.00,7.352308,35.61,0.0100
863,17902,67.17,7.652241,35.69,0.0100
864,17916,-25.00,7.238155,35.65,0.0100
865,17943,-5.00,7.083863,35.61,0.0100
866,17971,66.33,7.294507,35.68,0.0100
867,17995,68.17,7.483306,35.76,0.0100
868,18025,64.17,7.249342,35.83,0.0100
869,18052,62.33,7.242406,35.90,0.0100
870,18066,-25.00,7.418448,35.86,0.0100
871,18087,-9.00,7.340499,35.82,0.0100
872,18107,-20.00,8.295947,35.78,0.0100
873,18128,-11.00,7.584392,35.74,0.0100
874,18160,58.33,7.597184,35.81,0.0100
875,18177,-18.00,7.055431,35.77,0.0100
876,18210,-5.00,7.334999,35.73,0.0100
877,18235,54.33,7.741712,35.80,0.0100
878,18261,-19.00,7.350654,35.76,0.0100
879,18286,54.33,8.008227,35.84,0.0100
880,18311,-8.00,7.400492,35.80,0.0100
881,18339,-9.00,8.022326,35.75,0.0100
882,18363,-13.00,7.449744,35.71,0.0100
883,18391,50.67,8.280803,35.79,0.0100
884,18419,-5.00,7.589434,35.75,0.0100
885,18446,-5.00,7.814145,35.71,0.0100
886,18468,-18.00,7.507388,35.67,0.0100
887,18496,65.33,7.409577,35.74,0.0100
888,18519,-18.00,7.691002,35.70,0.0100
889,18547,60.67,7.306558,35.77,0.0100
890,18571,59.33,7.403851,35.84,0.0100
891,18590,-21.00,7.338227,35.80,0.0100
892,18616,61.33,7.250078,35.87,0.0100
893,18638,-11.00,7.452684,35.83,0.0100
894,18654,-7.00,7.382914,35.79,0.0100
895,18679,53.67,7.446028,35.87,0.0100
896,18698,-19.00,7.047937,35.83,0.0100
897,18724,57.00,7.720796,35.90,0.0100
898,18729,-29.00,7.753694,35.86,0.0100
899,18748,56.67,7.950253,35.93,0.0100
900,18775,62.67,7.807524,36.00,0.0100
901,18791,-18.00,7.052125,35.96,0.0100
902,18812,-11.00,7.739299,35.92,0.0100
903,18825,-23.00,6.491646,35.88,0.0100
904,18850,59.17,7.655947,35.95,0.0100
905,18869,-17.00,7.758095,35.91,0.0100
906,18889,57.17,7.796781,35.98,0.0100
907,18909,-19.00,7.617581,35.94,0.0100
908,18932,-19.00,7.624433,35.90,0.0100
909,18953,-14.00,8.033407,35.86,0.0100
910,18963,-27.00,6.962859,35.82,0.0100
911,18984,-14.00,7.736808,35.78,0.0100
912,19007,-19.00,7.817203,35.75,0.0100
913,19035,-3.00,7.283924,35.71,0.0100
914,19062,-13.00,7.622289,35.67,0.0100
915,19090,60.00,7.654040,35.74,0.0100
916,19106,-20.00,7.564495,35.70,0.0100
917,19132,58.00,7.186602,35.77,0.0100
918,19154,-14.00,7.673658,35.73,0.0100
919,19183,62.67,6.983034,35.80,0.0100
920,19200,-22.00,7.738917,35.76,0.0100
921,19224,-22.00,7.733773,35.72,0.0100
922,19255,65.83,7.543279,35.79,0.0100
923,19284,-5.00,7.805925,35.75,0.0100
924,19304,-18.00,7.941337,35.71,0.0100
925,19323,-6.00,7.754517,35.68,0.0100
926,19343,-16.00,8.021600,35.64,0.0100
927,19368,-19.00,8.527582,35.60,0.0100
928,19387,53.50,7.571479,35.67,0.0100
929,19400,-19.00,7.638831,35.63,0.0100
930,19426,61.33,7.645475,35.70,0.0100
931,19448,-16.00,7.215266,35.66,0.0100
932,19455,-19.00,7.507432,35.62,0.0100
933,19486,58.83,7.652803,35.69,0.0100
934,19510,62.17,7.884389,35.76,0.0100
935,19533,-20.00,7.131229,35.72,0.0100
936,19555,53.83,7.557896,35.79,0.0100
937,19574,-12.00,8.473761,35.75,0.0100
938,19597,63.33,7.876585,35.82,0.0100
939,19620,-20.00,8.320685,35.78,0.0100
940,19638,-19.00,7.717013,35.74,0.0100
941,19653,-19.00,7.065444,35.71,0.0100
942,19673,-7.00,8.010513,35.67,0.0100
943,19702,61.50,7.995784,35.74,0.0100
944,19726,65.17,7.297820,35.81,0.0100
945,19745,-19.00,7.829596,35.77,0.0100
946,19765,62.50,8.090070,35.84,0.0100
947,19779,-21.00,6.628217,35.80,0.0100
948,19797,-21.00,8.269067,35.76,0.0100
949,19818,-20.00,7.980724,35.72,0.0100
950,19836,-11.00,6.857819,35.68,0.0100
951,19864,61.67,7.962556,35.75,0.0100
952,19883,-17.00,8.911310,35.71,0.0100
953,19901,-17.00,8.989327,35.68,0.0100
954,19922,-9.00,7.865225,35.64,0.0100
955,19946,-6.00,7.556278,35.60,0.0100
956,19974,-3.00,7.608143,35.56,0.0100
957,19998,-4.00,8.212093,35.53,0.0100
958,20010,-17.00,7.353123,35.49,0.0100
959,20022,-25.00,7.633329,35.45,0.0100
960,20053,64.83,8.348113,35.52,0.0100
961,20067,-25.00,8.722850,35.48,0.0100
962,20095,65.33,8.566191,35.55,0.0100
963,20128,64.00,8.546262,35.62,0.0100
964,20151,-5.00,8.311447,35.58,0.0100
965,20174,-8.00,7.347737,35.54,0.0100
966,20196,-9.00,7.949307,35.51,0.0100
967,20224,64.67,8.311904,35.57,0.0100
968,20235,-25.00,8.595494,35.54,0.0100
969,20259,-17.00,8.519615,35.50,0.0100
970,20290,65.00,8.117767,35.57,0.0100
971,20311,58.67,8.062305,35.63,0.0100
972,20325,-24.00,8.493230,35.60,0.0100
973,20356,67.17,7.769084,35.66,0.0100
974,20378,-16.00,7.502332,35.63,0.0100
975,20397,-17.00,8.052074,35.59,0.0100
976,20419,59.17,7.379308,35.66,0.0100
977,20433,-23.00,8.454229,35.62,0.0100
978,20442,-27.00,8.139238,35.58,0.0100
979,20473,69.33,8.875729,35.65,0.0100
980,20504,-8.00,8.146434,35.61,0.0100
981,20536,60.83,7.929566,35.68,0.0100
982,20556,-21.00,8.356135,35.64,0.0100
983,20590,61.67,8.461603,35.71,0.0100
984,20609,-17.00,8.155071,35.67,0.0100
985,20630,-11.00,8.237918,35.63,0.0100
986,20652,-5.00,8.011620,35.60,0.0100
987,20680,65.17,7.916633,35.66,0.0100
988,20702,-16.00,8.792500,35.63,0.0100
989,20712,-21.00,9.173120,35.59,0.0100
990,20743,57.17,8.015008,35.66,0.0100
991,20760,-7.00,7.728468,35.62,0.0100
992,20766,-28.00,9.340206,35.58,0.0100
993,20787,-18.00,7.807429,35.55,0.0100
994,20796,-27.00,7.057556,35.51,0.0100
995,20824,65.33,7.706014,35.58,0.0100
996,20838,-13.00,6.961444,35.54,0.0100
997,20860,53.83,6.973463,35.61,0.0100
998,20887,67.33,8.403077,35.67,0.0100
999,20892,-29.00,10.024402,35.64,0.0100
1000,20920,59.83,8.231040,35.70,0.0100
1001,20941,64.83,7.576309,35.76,0.0100
1002,20970,-3.00,8.039818,35.73,0.0100
1003,20998,59.00,8.066304,35.79,0.0100
1004,21015,-22.00,7.629900,35.76,0.0100
1005,21027,-23.00,8.159567,35.72,0.0100
1006,21052,55.67,8.031441,35.79,0.0100
1007,21069,-26.00,7.152846,35.75,0.0100
1008,21086,-21.00,7.712715,35.71,0.0100
1009,21109,62.17,7.781318,35.78,0.0100
1010,21126,-22.00,7.600322,35.74,0.0100
1011,21145,55.83,7.710858,35.81,0.0100
1012,21167,-20.00,7.744773,35.77,0.0100
1013,21185,-25.00,7.291707,35.74,0.0100
1014,21203,-10.00,7.792254,35.70,0.0100
1015,21224,-9.00,8.218293,35.67,0.0100
1016,21244,61.33,8.439201,35.73,0.0100
1017,21271,56.50,7.858266,35.79,0.0100
1018,21296,-8.00,7.596037,35.76,0.0100
1019,21319,60.17,7.769577,35.82,0.0100
1020,21324,-29.00,8.641352,35.78,0.0100
1021,21339,-19.00,7.236126,35.75,0.0100
1022,21358,52.67,7.634371,35.81,0.0100
1023,21366,-25.00,7.582070,35.78,0.0100
1024,21397,63.00,7.767527,35.84,0.0100
1025,21416,-10.00,7.570697,35.80,0.0100
1026,21434,-10.00,7.182908,35.77,0.0100
1027,21450,-19.00,8.082379,35.74,0.0100
1028,21467,-15.00,7.815485,35.70,0.0100
1029,21480,-25.00,8.325245,35.67,0.0100
1030,21500,-20.00,7.572046,35.63,0.0100
1031,21510,-24.00,7.724047,35.60,0.0100
1032,21538,63.50,7.977864,35.66,0.0100
1033,21563,-8.00,7.642593,35.62,0.0100
1034,21591,-5.00,7.841140,35.59,0.0100
1035,21619,60.00,7.931606,35.65,0.0100
1036,21638,-19.00,7.739548,35.62,0.0100
1037,21660,-16.00,6.744559,35.58,0.0100
1038,21678,-15.00,8.133384,35.55,0.0100
1039,21706,62.00,7.498153,35.61,0.0100
1040,21736,62.83,8.427766,35.67,0.0100
1041,21758,-5.00,8.200776,35.64,0.0100
1042,21782,-15.00,8.048079,35.60,0.0100
1043,21806,-17.00,7.873399,35.57,0.0100
1044,21825,-19.00,7.830985,35.54,0.0100
1045,21843,-11.00,8.181101,35.50,0.0100
1046,21871,60.33,7.629457,35.56,0.0100
1047,21885,-22.00,8.029575,35.53,0.0100
1048,21904,59.50,8.235196,35.59,0.0100
1049,21920,-20.00,7.976469,35.56,0.0100
1050,21939,-17.00,7.486940,35.52,0.0100
1051,21957,-9.00,7.643060,35.49,0.0100
1052,21985,63.17,8.011982,35.55,0.0100
1053,22007,-9.00,7.964937,35.52,0.0100
1054,22022,-20.00,8.265093,35.48,0.0100
1055,22038,-15.00,6.804129,35.45,0.0100
1056,22061,-17.00,7.097121,35.42,0.0100
1057,22079,-21.00,8.185331,35.38,0.0100
1058,22100,-9.00,7.539065,35.35,0.0100
1059,22132,67.83,7.554506,35.41,0.0100
1060,22157,-10.00,7.838749,35.38,0.0100
1061,22189,67.67,8.036584,35.44,0.0100
1062,22206,-22.00,6.972609,35.40,0.0100
1063,22231,66.67,7.538261,35.47,0.0100
1064,22250,-19.00,8.027967,35.43,0.0100
1065,22278,-3.00,7.663510,35.40,0.0100
1066,22303,65.33,8.150482,35.46,0.0100
1067,22322,-19.00,8.675320,35.43,0.0100
1068,22347,-17.00,7.877104,35.39,0.0100
1069,22353,-28.00,8.071082,35.36,0.0100
1070,22378,61.67,8.738495,35.42,0.0100
1071,22395,-13.00,8.549303,35.39,0.0100
1072,22420,60.67,7.870344,35.45,0.0100
1073,22439,-21.00,8.477824,35.41,0.0100
1074,22455,-16.00,7.881904,35.38,0.0100
1075,22476,-7.00,8.289402,35.35,0.0100
1076,22498,61.50,8.086840,35.41,0.0100
1077,22524,-13.00,8.541550,35.38,0.0100
1078,22549,67.00,8.550313,35.44,0.0100
1079,22566,-22.00,7.529774,35.40,0.0100
1080,22587,-9.00,8.320331,35.37,0.0100
1081,22596,-27.00,9.117656,35.34,0.0100
1082,22614,-15.00,8.543898,35.30,0.0100
1083,22639,62.33,8.903171,35.36,0.0100
1084,22659,-21.00,8.292974,35.33,0.0100
1085,22687,56.67,8.343589,35.39,0.0100
1086,22714,59.67,8.180510,35.45,0.0100
1087,22738,62.17,7.919814,35.51,0.0100
1088,22755,-22.00,8.466706,35.48,0.0100
1089,22783,65.17,8.244823,35.54,0.0100
1090,22810,67.67,7.965439,35.60,0.0100
1091,22832,-9.00,8.951621,35.56,0.0100
1092,22859,-9.00,7.606477,35.53,0.0100
1093,22883,-9.00,8.460055,35.50,0.0100
1094,22912,62.83,7.391215,35.56,0.0100
1095,22929,-23.00,7.771583,35.53,0.0100
1096,22949,-5.00,8.344198,35.49,0.0100
1097,22971,-16.00,8.516630,35.46,0.0100
1098,22994,-13.00,7.313127,35.43,0.0100
1099,23017,63.83,8.285808,35.49,0.0100
1100,23037,-19.00,8.040175,35.45,0.0100
1101,23067,-2.00,7.783725,35.42,0.0100
1102,23076,-27.00,9.109992,35.39,0.0100
1103,23096,-11.00,8.973536,35.36,0.0100
1104,23115,-21.00,8.899362,35.33,0.0100
1105,23140,65.50,8.632389,35.38,0.0100
1106,23166,-4.00,8.208615,35.35,0.0100
1107,23190,-15.00,8.264841,35.32,0.0100
1108,23218,60.83,8.074955,35.38,0.0100
1109,23245,65.33,8.533890,35.44,0.0100
1110,23265,-17.00,7.885380,35.41,0.0100
1111,23284,53.67,8.780239,35.46,0.0100
1112,23311,54.67,8.710107,35.52,0.0100
1113,23328,-7.00,8.428935,35.49,0.0100
1114,23353,59.00,8.852770,35.55,0.0100
1115,23374,63.00,8.650512,35.61,0.0100
1116,23396,-20.00,8.791542,35.57,0.0100
1117,23422,54.33,9.129645,35.63,0.0100
1118,23439,-22.00,8.146915,35.60,0.0100
1119,23470,61.83,8.662857,35.66,0.0100
1120,23492,-20.00,8.388740,35.62,0.0100
1121,23518,58.50,7.661301,35.68,0.0100
1122,23535,-22.00,7.503770,35.65,0.0100
1123,23555,-14.00,8.366766,35.62,0.0100
1124,23578,64.33,7.863186,35.68,0.0100
1125,23605,65.00,8.386396,35.73,0.0100
1126,23613,-27.00,6.908097,35.70,0.0100
1127,23641,54.00,7.837404,35.76,0.0100
1128,23668,64.50,7.424308,35.82,0.0100
1129,23681,-21.00,7.920045,35.78,0.0100
1130,23699,-19.00,7.842366,35.75,0.0100
1131,23718,-19.00,8.443323,35.72,0.0100
1132,23743,57.00,8.184249,35.78,0.0100
1133,23759,-11.00,8.127865,35.75,0.0100
1134,23780,-9.00,7.576592,35.71,0.0100
1135,23805,-17.00,7.950030,35.68,0.0100
1136,23833,65.17,8.889523,35.74,0.0100
1137,23858,-8.00,9.099946,35.71,0.0100
1138,23887,62.00,8.375408,35.76,0.0100
1139,23906,-12.00,8.117067,35.73,0.0100
1140,23921,-18.00,7.948921,35.70,0.0100
1141,23944,61.33,7.975918,35.76,0.0100
1142,23971,62.50,7.858463,35.81,0.0100
1143,23996,-10.00,7.575745,35.78,0.0100
1144,24006,-18.00,7.819859,35.75,0.0100
1145,24026,-14.00,7.320743,35.72,0.0100
1146,24048,-16.00,8.003683,35.69,0.0100
1147,24075,-5.00,8.688816,35.66,0.0100
1148,24102,-7.00,9.221331,35.63,0.0100
1149,24124,60.00,7.433526,35.68,0.0100
1150,24148,61.33,7.649404,35.74,0.0100
1151,24175,63.67,8.627221,35.79,0.0100
1152,24195,-21.00,7.891257,35.76,0.0100
1153,24226,60.83,7.889240,35.82,0.0100
1154,24249,-5.00,8.428160,35.79,0.0100
1155,24267,-17.00,8.193431,35.76,0.0100
1156,24298,66.17,8.613957,35.81,0.0100
1157,24318,-17.00,7.771438,35.78,0.0100
1158,24349,64.83,8.227890,35.84,0.0100
1159,24369,-15.00,7.568972,35.81,0.0100
1160,24391,58.33,8.218119,35.86,0.0100
1161,24407,-20.00,8.173456,35.83,0.0100
1162,24426,-11.00,8.631102,35.80,0.0100
1163,24460,58.17,7.807313,35.86,0.0100
1164,24483,-20.00,7.463242,35.82,0.0100
1165,24514,61.83,7.915926,35.88,0.0100
1166,24522,-27.00,8.507664,35.85,0.0100
1167,24545,-10.00,8.079263,35.82,0.0100
1168,24560,-18.00,7.667965,35.79,0.0100
1169,24589,55.67,7.889645,35.84,0.0100
1170,24603,-21.00,7.952279,35.81,0.0100
1171,24624,-18.00,8.181225,35.78,0.0100
